Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,GD_sistership_MMSI,GD_sistership_IMO,vessel_id,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,Phase II New Vessel
FU YUAN YU YUN 995,412440687,9887152,,,5005,108,2019,,,"FUZHOU, FUJIAN",CHINA,PINGTAN MARINE ENTERPRISE LTD,FUJIAN PINGTAN COUNTY OCEAN,CHINA,FUJIAN PINGTAN COUNTY OCEAN,FUJIAN PINGTAN COUNTY OCEAN,PINGTAN MARINE ENTERPRISE LTD,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,,,,,,,,,,,,,,,,,https://sc-production.skylight.earth/vesseldetails/B:432907000:1628223326:3502893:1300607,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU8636,412549364,9933717,CHN,BZ2VR,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN",CHINA, ,FUZHOU HONGLONG OCEAN FISHING,CHINA,FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,,,7fe99c124-4fed-a373-a07a-3f85726e4bb7,FALSE,2025-04-13T08:27:00Z,23.63,CHN,NINGBO,FALSE,TRUE,TRUE,TRUE,0,20,21,https://globalfishingwatch.org/map/vessel/7fe99c124-4fed-a373-a07a-3f85726e4bb7?&start=2025-04-11&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431255000:1683002671:3185188:1250082,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU 8639,412549367,9934515,CHN,BZ5VH,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN",CHINA, ,FUZHOU HONGLONG OCEAN FISHING,CHINA,FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,,,0fa812511-131a-c5e2-fc07-02ec71b41e54,FALSE,2025-04-10T06:55:00Z,26.71,CHN,SONGMEN,FALSE,TRUE,TRUE,TRUE,0,34,34,https://globalfishingwatch.org/map/vessel/0fa812511-131a-c5e2-fc07-02ec71b41e54?&start=2025-04-08&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431579000:1703699596:3210077:1161886,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU 8640,412549368,9934527,CHN,BZ6VH,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN",CHINA, ,FUZHOU HONGLONG OCEAN FISHING,CHINA,FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,,,36dc0d122-27d5-9365-db3f-a550776d8e2d,FALSE,2025-04-10T06:53:00Z,26.71,CHN,SONGMEN,FALSE,TRUE,TRUE,TRUE,0,27,25,https://globalfishingwatch.org/map/vessel/36dc0d122-27d5-9365-db3f-a550776d8e2d?&start=2025-04-08&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431768000:1677359588:3402212:1123374,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU 8643,412549372,9934553,CHN,BZ1VY,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN",CHINA, ,FUZHOU HONGLONG OCEAN FISHING,CHINA,FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,,,853a1ebce-e249-38df-df33-419eb09efbdb,FALSE,2025-04-13T05:00:00Z,23.75,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,24,22,https://globalfishingwatch.org/map/vessel/853a1ebce-e249-38df-df33-419eb09efbdb?&start=2025-04-11&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431769000:1676870261:3309610:1096811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU8635,412549363,9934503,CHN,BZ1VR,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN",CHINA, ,FUZHOU HONGLONG OCEAN FISHING,CHINA,FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,,https://home.treasury.gov/news/press-releases/jy1154,,,3dfc692ac-c232-93b7-79b7-63b69a1e49a2,FALSE,2025-04-15T10:09:00Z,21.54,CHN,NINGBO,FALSE,TRUE,TRUE,TRUE,0,17,21,https://globalfishingwatch.org/map/vessel/3dfc692ac-c232-93b7-79b7-63b69a1e49a2?&start=2025-04-13&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431935000:1669106930:3345654:1098654,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU 8637,412549365,9933729,CHN,BZ3VR,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN",CHINA, ,FUZHOU HONGLONG OCEAN FISHING,CHINA,FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8639, FU YUAN YU YUN 993, FU YUAN YU 8638, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1154,"[412440493, 412440691, 412440692, 412440558, 412440549]","[8790596, 9934539, 9933717, 9940576, 9940552, 9934553, 9031947, 9897066, 9916721, 9888297, 9940538, 9916654, 8820509, 9934527, 9934577, 9870599, 9096507, 9940629, 8414295, 9934589, 9934503, 9872561, 9888285, 9920954, 7815246, 9933729, 9940497, 9828704, 9870111, 9940540, 9016571, 9870587, 9934565, 9916707, 9933731, 9888273, 9934541, 9940590, 9872573, 9934515, 8994013, 9828716, 9940617, 8403698, 9916692]",b4d874293-3ef4-b50f-9986-e56e676e296e,FALSE,2025-04-15T04:55:00Z,21.79,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,18,26,https://globalfishingwatch.org/map/vessel/b4d874293-3ef4-b50f-9986-e56e676e296e?&start=2025-04-13&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:440237000:1706116387:3278858:1109146,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU 8638,412549366,9933731,CHN,BZW6V,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN",CHINA, ,FUZHOU HONGLONG OCEAN FISHING,CHINA,FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8638, FU YUAN YU YUN 993, FU YUAN YU 8639, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1154,"[412440493, 412440691, 412440692, 412440558, 412440549]","[8790596, 9934539, 9933717, 9940576, 9940552, 9934553, 9031947, 9897066, 9916721, 9888297, 9940538, 9916654, 8820509, 9934527, 9934577, 9870599, 9096507, 9940629, 8414295, 9934589, 9934503, 9872561, 9888285, 9920954, 7815246, 9933729, 9940497, 9828704, 9870111, 9940540, 9016571, 9870587, 9934565, 9916707, 9933731, 9888273, 9934541, 9940590, 9872573, 9934515, 8994013, 9828716, 9940617, 8403698, 9916692]",d9bc7809f-f1ce-4fa1-82ed-2f6e434eaa17,FALSE,2025-04-13T09:34:00Z,23.58,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,17,20,https://globalfishingwatch.org/map/vessel/d9bc7809f-f1ce-4fa1-82ed-2f6e434eaa17?&start=2025-04-11&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:440780000:1681406977:131725:1014117,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU 8641,412549369,9934539,CHN,BZ7VX,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN",CHINA, ,FUZHOU HONGLONG OCEAN FISHING,CHINA,FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8639, FU YUAN YU YUN 993, FU YUAN YU 8638, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1154,"[412440493, 412440691, 412440692, 412440558, 412440549]","[9934539, 8790596, 9933717, 9940576, 9940552, 9934553, 9031947, 9897066, 9916721, 9888297, 9940538, 9916654, 8820509, 9934527, 9934577, 9870599, 9096507, 9940629, 8414295, 9934589, 9934503, 9872561, 9888285, 9920954, 7815246, 9933729, 9940497, 9828704, 9870111, 9940540, 9016571, 9870587, 9934565, 9916707, 9933731, 9888273, 9934541, 9940590, 9872573, 9934515, 8994013, 9828716, 9940617, 8403698, 9916692]",6fc286d8c-ccab-6bf9-da38-b0730ead5b3c,FALSE,2025-04-13T04:24:00Z,23.79,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,21,21,https://globalfishingwatch.org/map/vessel/6fc286d8c-ccab-6bf9-da38-b0730ead5b3c?&start=2025-04-11&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:440900000:1742936034:2926566:1034586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FYUANYU 8646,412549375,9934589,CHN,BZ2VZ,1148,66.96,2021,,fishing,"FUZHOU, FUJIAN",CHINA, ,FUZHOU HONGLONG OCEAN FISHING,CHINA,FUZHOU HONGLONG OCEAN FISHING,FUZHOU HONGLONG OCEAN FISHING, ,Both,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,Sanctions,US OFAC Global Magnitsky Designations for Human Rights Abuses within the fleet,"[FU YUAN YU 8698, FU YUAN YU 558, FU YUAN YU 8641, FU YUAN YU 8645, FU YUAN YU 559, FU YUAN YU 8644, FU YUAN YU 005, FU YUAN YU 8647, FU YUAN YU 8653, FU YUAN YU 7866, MIN FUZHOU YU F009, FU YUAN YU YUN 991, FU YUAN YU 557, FU YUAN YU 7888, FU YUAN YU 8639, FU YUAN YU YUN 993, FU YUAN YU 8638, FU YUAN YU 8648, FU YUAN YU 7902, FU YUAN YU 7865, FU YUAN YU 8654, FU YUAN YU 8646, FU YUAN YU 8695, FU YUAN YU F91, FU YUAN YU 8652, FU YUAN YU 7889, FU YUAN YU 8651, FU YUAN YU 8650, FU YUAN YU 8661, HUALCOPO, FU YUAN YU F30, FU YUAN YU 8697, FU YUAN YU 8642, FU YUAN YU 8640, FU YUAN YU 8637, FU YUAN YU 8696, FU YUAN YU 8662, FU YUAN YU 008, FU YUAN YU 8635, FU YUAN YU 7900, FU YUAN YU 8660, FU YUAN YU 8649, FU YUAN YU 8643, FU YUAN YU 8636, FU YUAN YU 7901]",https://home.treasury.gov/news/press-releases/jy1154,"[412440493, 412440691, 412440692, 412440558, 412440549]","[8790596, 9934539, 9933717, 9940576, 9940552, 9934553, 9031947, 9897066, 9916721, 9888297, 9940538, 9916654, 8820509, 9934527, 9934577, 9870599, 9096507, 9940629, 8414295, 9934589, 9934503, 9872561, 9888285, 9920954, 7815246, 9933729, 9940497, 9828704, 9870111, 9940540, 9016571, 9870587, 9934565, 9916707, 9933731, 9888273, 9934541, 9940590, 9872573, 9934515, 8994013, 9828716, 9940617, 8403698, 9916692]",f46f7a258-828a-8f8f-878e-845e99208dd3,FALSE,2025-04-13T05:04:00Z,23.75,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,24,20,https://globalfishingwatch.org/map/vessel/f46f7a258-828a-8f8f-878e-845e99208dd3?&start=2025-04-11&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:440952000:1719696966:3491960:856657,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU085,412440481,8551770,CHN,BZUN9,1012,62.6,2015,,purse_seines,"FUZHOU, FUJIAN",CHINA,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD,CHINA,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD, ,Both,Other,Vessel fished in Russian waters 2022 - 2023,Other,FU YUAN YU 082 fished in Russian waters 2022 - 2023,,https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082,,,3a4f3f19a-ac08-9f7d-b36a-9a87f909d311,FALSE,2025-03-26T11:15:00Z,41.5,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,20,5,https://globalfishingwatch.org/map/vessel/3a4f3f19a-ac08-9f7d-b36a-9a87f909d311?&start=2025-03-24&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368070780:1695937916:261566:1118528,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 082,412440479,8551756,CHN,BZUN8,1012,62.6,2014,,fishing,"FUZHOU, FUJIAN",CHINA,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD,CHINA,JINXIN OCEAN FISHERY CO LTD,JINXIN OCEAN FISHERY CO LTD, ,Both,Other,Vessel fished in Russian waters 2022 - 2023,Other,FU YUAN YU 085 fished in Russian waters 2022 - 2023,,https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082,,,ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e,FALSE,2025-04-14T07:05:00Z,22.67,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,3,3,https://globalfishingwatch.org/map/vessel/ca2fc47ff-f386-c7f3-68ca-b2a26fc33e6e?&start=2025-04-12&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368236430:1690305149:252175:1128920,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
HUA YING 803,412422706,8776643,CHN,BZV3K,487,0,2013,,squid_jigger,"ZHOUSHAN, ZHEJIANG",CHINA, ,ZHOUSHAN HUAYING OCEAN,CHINA,ZHOUSHAN HUAYING OCEAN,ZHOUSHAN HUAYING OCEAN, ,Both,Other,One of the vessels that encountered GLORIWAVE (now RIWA) while the vessel was engaged in unauthorized bunkering in the NPFC Convention area in 2022. ,Multiple,Multiple instances in sister vessel owned fleet or AIS transmission gaps and potential IUU. AIS analysis shows  HUA YING 819 encountered GLORIWAVE while that vessel was engaged in unauthorised bunkering in the NPFC Convention area in 2022. Peru artisanal fishing vessels confronted HUA YING 818 for operating within a restricted area in Peru EEZ in 2024. HUA YING 78 entered Peru EEZ with a disabled AIS unit (a breach of Peruvian law). Ministry of Agriculture and Rural Affairs of the People’s Republic of China warned HUA YING 819 for slowing down in Peru EEZ but stated after investigation that the vessel was not fishing. HUA YING 205 was accused of unauthorised transhipment in the SPRFMO convention area in 2016 but was removed from the draft IUU list as it was found that the partner vessel's authorisation had not been renewed due to technical problems.,,"JAC Intrep 005
https://b2p.theoutlawocean.com/vessels/hua-ying-819
https://sprfmo.int.sprfmo-test.org/assets/Basic-Documents/Convention-and-Final-Act/Article-17-Objections/2023-Russian-Objection/20230608-SPRFMO-Supporting-Materials.pdf",,,3f5799e78-87c2-7b32-1806-e161ae85aa15,FALSE,2025-04-15T10:15:00Z,21.54,CHN,NINGBO,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/3f5799e78-87c2-7b32-1806-e161ae85aa15?&start=2025-04-13&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440245:1617066154:3015848:1182431,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SHENG FENG NO215,416003189,8536287,TWN,BG3888,98,25.5,2007,,drifting_longlines,KAOHSIUNG,TAIWAN ,HUNG W-Y,HUNG W-Y,TAIWAN ,HUNG W-Y,HUNG W-Y, ,Yes,IUU,Misreported catch ,,,,https://en.fa.gov.tw/list.php?theme=Combating_IUU&subtheme=&page=1&,,,4e318d454-4608-d4b8-5434-bb3f4e88c55e,FALSE,2025-04-18T01:21:00Z,18.92,TWN,DONGGANG,FALSE,FALSE,FALSE,FALSE,0,4,16,https://globalfishingwatch.org/map/vessel/4e318d454-4608-d4b8-5434-bb3f4e88c55e?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431000857:1692794176:3197191:1252209,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
TAIWAMARU NO.78,432306000,9250593,JPN,JNKR,659,57.69,2001,,drifting_longlines,"TOSA, KOCHI",JAPAN, ,TAIWA,JAPAN,TAIWA,TAIWA, ,Yes,IUU,Alleged fishing within a prohibited (artisanal) zone between 2012 and 2016 in Cape Verde based on AIS tracks ,,,,C4ADS internal documents,[432306000],[9250593],c4a4162c0-0c99-22bc-b27a-46e19c7edea1,FALSE,2025-04-13T07:10:00Z,23.67,PAN,PANAMA ANCHORAGE PACIFIC,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/c4a4162c0-0c99-22bc-b27a-46e19c7edea1?&start=2025-04-11&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:353946000:1555507035:1617640:1399435,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
HAILI,412549556,8607244,CHN,BIWV,7847,120.7,1992,KAI LI,trawlers,"SHIDAO, SHANDONG",CHINA, ,SHANDONG BLUE OCEAN FISHERY CO,CHINA,SHANDONG BLUE OCEAN FISHERY CO,SHANDONG BLUE OCEAN FISHERY CO,SHANGHAI KAICHUANG FISHERIES,Yes,IUU,"****Under previous identity KAl LI (currently this vessel shares the same technical manager during the time of derogatory reporting) , this vessel is featured in a list produced by Greenpeace of ""Documented IUU cases of Chinese DWF companies in West Africa"" as having fished in a prohibited area in Guinea in 2013. Unclear if the vessel was under current ownership at that time",,,,"https://archivo-es.greenpeace.org/espana/Global/espana/2015/Report/oceanos/Summary%20report_Eng.pdf#:~:text=A%20non%2Dexhaustive%20list%20of%20183%20documented%20IUU,2000%20and%202006%2C%20and%202011%20and%202013.&text=In%202013%2C%20462%20Chinese%20DWF%20vessels%20were,African%20waters%2C%20the%20majority%20being%20bottom%20trawlers.",,,b47d73bc2-2ed4-e645-4a52-705ce3584e01,FALSE,2025-04-25T14:30:00Z,11.38,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,8,9,https://globalfishingwatch.org/map/vessel/b47d73bc2-2ed4-e645-4a52-705ce3584e01?&start=2025-04-23&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367508000:1714594456:221331:1113129,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
