Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,GD_sistership_MMSI,GD_sistership_IMO,vessel_id,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,Phase II New Vessel
F/V CAROLEIGH,366909880,8986676,USA,WDB5462,100,0,2003,,set_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA, ,POP VENTURES LLC,UNITED STATES OF AMERICA,POP VENTURES LLC,POP VENTURES LLC, ,,,,,,,,,,8f709fcd6-6d9a-538e-b5aa-aa6c7072b861,FALSE,2025-05-02T01:59:00Z,4.92,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/8f709fcd6-6d9a-538e-b5aa-aa6c7072b861?&start=2025-04-30&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367722830:1669064389:273551:1107700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SEA PEARL,367370380,8856778,USA,WDE5691,201,0,1991,PARADISE QUEEN,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA, ,POP VENTURES LLC,UNITED STATES OF AMERICA,POP VENTURES LLC,POP VENTURES LLC, ,,,,,,,,,,d8e6c6793-3d63-0d8b-e869-a4e77342be31,FALSE,2025-04-26T07:59:00Z,10.67,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/d8e6c6793-3d63-0d8b-e869-a4e77342be31?&start=2025-04-24&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:441014000:1723825793:51650:1009513,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
TAIHO MARU,356203000,9459591,PAN,3FSL8,3858,98.28,2008,,carrier,PANAMA,JAPAN,HAYAMA SENPAKU KK,PRINCESS LINE SA,PANAMA,HAYAMA SENPAKU KK,HAYAMA SENPAKU KK,HAYAMA SENPAKU KK,,,,,,,,,,4dbd09676-6178-e270-14ef-a62e1df0c43c,FALSE,2025-04-30T22:35:00Z,6.04,JPN,SHIMIZU,FALSE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/4dbd09676-6178-e270-14ef-a62e1df0c43c?&start=2025-04-28&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367358280:1677529413:195544:1086059,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
MISS RACHEL,368012030,8460309,USA,WDJ7988,72,20.116,1987,KATHERINE II,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA, ,RACHEL LLC,UNITED STATES OF AMERICA,RACHEL LLC,RACHEL LLC, ,,,,,,,,,,33a9712e4-4bf9-21db-fb52-445eadd27152,FALSE,2025-05-01T19:07:00Z,5.17,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,2,2,https://globalfishingwatch.org/map/vessel/33a9712e4-4bf9-21db-fb52-445eadd27152?&start=2025-04-29&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:577145000:1659128299:342457:804797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
BLUE NORTH,367741830,9772163,USA,WDI8754,2037,58.3,2016,,fishing,"SEATTLE, WA",UNITED STATES OF AMERICA,BRISTOL BAY NATIVE CORP,REALLY NEW BLUE NORTH LLC,UNITED STATES OF AMERICA,BRISTOL WAVE SEAFOODS LLC,BRISTOL WAVE SEAFOODS LLC,BRISTOL WAVE SEAFOODS LLC,,,,,,,,,,dbf98c8ce-e926-b359-ef5f-e06b3e42c3be,FALSE,2025-04-15T12:38:00Z,21.46,USA,ANACORTES,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/dbf98c8ce-e926-b359-ef5f-e06b3e42c3be?&start=2025-04-13&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:372645000:1621401749:3333576:855261,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
BARANOF,367135370,8836247,USA,WDJ2505,907,0,1942,BALSAM (WAGL 62),inconclusive,"SEATTLE, WA",UNITED STATES OF AMERICA,ROMANZOF FISHING CO LLC,ROMANZOF FISHING CO LLC,UNITED STATES OF AMERICA,ROMANZOF FISHING CO LLC,ROMANZOF FISHING CO LLC,ROMANZOF FISHING CO LLC,,,,,,,,,,8951220b7-7b96-99a6-f210-e51b02cf3fc5,FALSE,2025-04-26T05:54:00Z,10.75,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,8,https://globalfishingwatch.org/map/vessel/8951220b7-7b96-99a6-f210-e51b02cf3fc5?&start=2025-04-24&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:357993000:1618174093:3109600:1086540,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
LURONGYUANYUYUN998,412331167,9793442,CHN,BCFD5,2225,90.55,2015,,carrier,"SHIDAO, SHANDONG",CHINA,RONGCHENG AOYANG FISHERY,RONGCHENG AOYANG FISHERY,CHINA,RONGCHENG AOYANG FISHERY,RONGCHENG AOYANG FISHERY, ,,,,,,,,,,c3aef5bcf-ff1b-4305-a14a-1ad2fe47ab78,FALSE,2025-04-25T08:04:00Z,11.63,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,1,6,0,https://globalfishingwatch.org/map/vessel/c3aef5bcf-ff1b-4305-a14a-1ad2fe47ab78?&start=2025-04-23&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440754:1664863746:3184825:1302307,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,37,1,0,0,0,0,0,47,2,0,0,0,0,0,47,2,0,0,0,0,
ST PETER,367467330,8568321,USA,WDM9872,90,21.945,1987,MOONLIGHT,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,RS FISHERY LLC,RS FISHERY LLC,UNITED STATES OF AMERICA,RS FISHERY LLC,RS FISHERY LLC, ,,,,,,,,,,e85cbf947-7d37-a336-5075-af97217b9616,FALSE,2025-04-10T20:54:00Z,26.13,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,14,29,https://globalfishingwatch.org/map/vessel/e85cbf947-7d37-a336-5075-af97217b9616?&start=2025-04-08&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440764:1718142378:1095107:370452,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
KALANI,367762610,8568319,USA,WDJ2879,60,16.672,1976,LOGAN,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,RS FISHERY LLC,RS FISHERY LLC,UNITED STATES OF AMERICA,RS FISHERY LLC,RS FISHERY LLC, ,,,,,,,,,,65060858a-a56d-fa58-48f6-29b52752a172,FALSE,2025-05-05T22:25:00Z,1.04,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/65060858a-a56d-fa58-48f6-29b52752a172?&start=2025-05-03&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431253000:1704968744:2684014:759101,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
GOLDEN EAGLE,367132820,8939881,USA,WDD3538,139,0,1996,JADE MIYA,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,RS FISHERY LLC,RS FISHERY LLC,UNITED STATES OF AMERICA,RS FISHERY LLC,RS FISHERY LLC,RS FISHERY LLC,,,,,,,,,,ccac2589b-b1d2-0c3f-0526-2372a630baa9,FALSE,2025-04-22T03:11:00Z,14.83,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/ccac2589b-b1d2-0c3f-0526-2372a630baa9?&start=2025-04-20&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431700060:1690332790:3215818:1289094,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SAPPHIRE III,367789570,8847870,USA,WDJ5613,120,0,1990,CAPT. MILLIONS IV,set_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,RS FISHERY LLC,RS FISHERY LLC,UNITED STATES OF AMERICA,RS FISHERY LLC,RS FISHERY LLC,RS FISHERY LLC,,,,,,,,,,9b67dbf5a-aee8-9d6e-4d15-b7e3db8926e6,FALSE,2025-04-08T21:16:00Z,28.08,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,19,26,https://globalfishingwatch.org/map/vessel/9b67dbf5a-aee8-9d6e-4d15-b7e3db8926e6?&start=2025-04-06&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:432894000:1699138881:2658716:793216,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SAPPHIRE 2,367638280,8863173,USA,WDH6468,123,0,1987,PURPLE MARCH,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,SAPPHIRE II LLC,SAPPHIRE II LLC,UNITED STATES OF AMERICA,SAPPHIRE II LLC,SAPPHIRE II LLC,SAPPHIRE II LLC,,,,,,,,,,098ece829-9125-747c-3e78-54a7ea426a84,FALSE,2025-04-24T18:33:00Z,12.21,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,2,6,https://globalfishingwatch.org/map/vessel/098ece829-9125-747c-3e78-54a7ea426a84?&start=2025-04-22&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367302760:1677515933:79770:1428449,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
ORIENTAL IRIS,372645000,9167796,PAN,HOUJ,9305,150,1998,KLIPPER STREAM,carrier,PANAMA,JAPAN,FRESH CARRIERS CO LTD,SASANQUA SHIPPING SA,PANAMA,HAKUHO KISEN,HAKUHO KISEN,HAKUHO KISEN,,,,,,,,,,9ccf3dcad-dc13-b08e-cb2e-0cd1c948388e,FALSE,2025-05-05T04:51:00Z,1.79,PHL,DAVAO,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/9ccf3dcad-dc13-b08e-cb2e-0cd1c948388e?&start=2025-05-03&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:366978060:1697844618:143587:1447250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
LADY ROSE,357993000,9355032,PAN,3EML2,9576,143,2007,,carrier,PANAMA,JAPAN,FRESH CARRIERS CO LTD,SASANQUA SHIPPING SA,PANAMA,HAKUHO KISEN,HAKUHO KISEN,HAKUHO KISEN,,,,,,,,,,b636c616a-ac9e-4873-74cc-eddcc79515be,FALSE,2025-05-02T11:27:00Z,4.5,PHL,LA PAZ,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/b636c616a-ac9e-4873-74cc-eddcc79515be?&start=2025-04-30&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367571490:1681387759:614912:1222678,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SEA ANGEL,367556290,8940701,USA,WDN7095,138,0,1996,LADY JACKIE,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA, ,SEA ANGEL LLC,UNITED STATES OF AMERICA,SEA ANGEL LLC,SEA ANGEL LLC, ,,,,,,,,,,e1fb28aed-d5e4-703a-9472-e24e311bdb8c,FALSE,2025-04-23T01:47:00Z,13.92,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/e1fb28aed-d5e4-703a-9472-e24e311bdb8c?&start=2025-04-21&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368293000:1705282048:448597:1413658,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SEA DRAGON II,367433150,8958411,USA,WCZ5821,149,0,1999,,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA, ,SEA DRAGON II,UNITED STATES OF AMERICA,SEA DRAGON II,SEA DRAGON II, ,,,,,,,,,,ee8697fc7-7eb5-789f-558b-ebe4c9badc20,FALSE,2025-04-27T19:20:00Z,9.17,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,3,0,https://globalfishingwatch.org/map/vessel/ee8697fc7-7eb5-789f-558b-ebe4c9badc20?&start=2025-04-25&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:338132000:1703677943:572365:1381822,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SEA FALCON,367447140,8851754,USA,WDH6598,129,0,1982,,drifting_longlines,"LINCOLN CITY, OR",UNITED STATES OF AMERICA,SEA FALCON LLC,SEA FALCON LLC,UNITED STATES OF AMERICA,SEA FALCON LLC,SEA FALCON LLC,SEA FALCON LLC,,,,,,,,,,96e2428d2-2038-7fb7-005a-1fcbc6696569,FALSE,2025-04-25T18:24:00Z,11.21,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,5,9,https://globalfishingwatch.org/map/vessel/96e2428d2-2038-7fb7-005a-1fcbc6696569?&start=2025-04-23&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367479450:1704823248:221332:1113137,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SEEKER 3,368314210,8465646,USA,WDN8081,69,19.202,1977,MARK DARREN,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA, ,SEEKER 3 INC,UNITED STATES OF AMERICA,SEEKER 3 INC,SEEKER 3 INC, ,,,,,,,,,,a4e261cfc-c932-58ff-e07d-9079e21362a7,FALSE,2025-04-27T03:00:00Z,9.83,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,1,2,https://globalfishingwatch.org/map/vessel/a4e261cfc-c932-58ff-e07d-9079e21362a7?&start=2025-04-25&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:566049000:1703269611:1643546:1155374,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SEEKER II,367137680,7743027,USA,WDD3892,142,0,1977,TIFFANY H,fishing,"BARNEGAT LIGHT, NJ",UNITED STATES OF AMERICA, ,SEEKER FISHERIES,UNITED STATES OF AMERICA,SEEKER FISHERIES,SEEKER FISHERIES, ,,,,,,,,,,3be59b0a5-56da-5cfd-d507-d589e7b0a6df,FALSE,2025-04-09T21:05:00Z,27.08,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,1,4,11,https://globalfishingwatch.org/map/vessel/3be59b0a5-56da-5cfd-d507-d589e7b0a6df?&start=2025-04-07&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367733060:1696068559:196767:1203289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SEEKER,368578000,8942096,USA,WDJ3427,286,0,1987,,trawlers,"NEWPORT, OR",UNITED STATES OF AMERICA,SEEKER INC,SEEKER INC,UNITED STATES OF AMERICA,SEEKER INC,SEEKER INC,SEEKER INC,,,,,,,,,,2d173aca7-738a-6608-21f2-3672bba5e264,FALSE,2025-04-28T21:46:00Z,8.08,USA,TOLEDO,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/2d173aca7-738a-6608-21f2-3672bba5e264?&start=2025-04-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:441032000:1669490928:2325377:867810,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SEA MOON I,367128430,8854445,USA,WDI3527,119,0,1987,GARDEN SUN,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,SEN FISHING CO LLC,SEN FISHING CO LLC,UNITED STATES OF AMERICA,SEN FISHING CO LLC,SEN FISHING CO LLC,SEN FISHING CO LLC,,,,,,,,,,9998dd9d5-5681-a168-895b-4aacbbf2ec49,FALSE,2025-04-22T20:53:00Z,14.13,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,4,8,https://globalfishingwatch.org/map/vessel/9998dd9d5-5681-a168-895b-4aacbbf2ec49?&start=2025-04-20&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368412000:1706058376:144966:1444990,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
TUNA STAR,577322000,8909367,VUT,YJUR2,618,57.75,1990,KOYU NO. 3,drifting_longlines,PORT VILA,VANUATU, ,SF OCEAN ENTERPRISE CO,VANUATU,SF OCEAN ENTERPRISE CO,SF OCEAN ENTERPRISE CO, ,,,,,,,,,,901c66fee-e1b2-bb6d-fd6b-806e01ba7a76,FALSE,2025-04-29T14:39:00Z,7.38,TWN,KAOHSIUNG,FALSE,FALSE,FALSE,FALSE,0,0,7,https://globalfishingwatch.org/map/vessel/901c66fee-e1b2-bb6d-fd6b-806e01ba7a76?&start=2025-04-27&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:356203000:1707614871:348248:824249,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
HAI XING,412200083,8724339,CHN,BALE,6394,114.5,1987,AN XING HAI,trawlers,"SHIDAO, SHANDONG",CHINA, ,SHANDONG BLUE OCEAN FISHERY CO,CHINA,SHANDONG BLUE OCEAN FISHERY CO,SHANDONG BLUE OCEAN FISHERY CO, ,,,,,,,,,,1392a1be1-1c19-7886-95dd-8db6119eca3a,FALSE,2025-05-02T05:51:00Z,4.75,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,0,2,https://globalfishingwatch.org/map/vessel/1392a1be1-1c19-7886-95dd-8db6119eca3a?&start=2025-04-30&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:416000358:1672109702:3004165:1124175,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
LURONGYUANYU302,412549134,9895379,CHN,BZZU5,899,53.98,2019,,fishing,"SHIDAO, SHANDONG",CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY, ,,,,,,,,,,118dfaede-e384-d872-5857-082339a5fdf8,FALSE,2025-03-28T14:55:00Z,39.38,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,3,2,https://globalfishingwatch.org/map/vessel/118dfaede-e384-d872-5857-082339a5fdf8?&start=2025-03-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440223:1718466381:2896058:1060645,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
LURONGYUANYU305,412549136,9895393,CHN,BZZU7,899,53.98,2019,,fishing,"SHIDAO, SHANDONG",CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY,CHINA,SHANDONG HIGHRICH FISHERY,SHANDONG HIGHRICH FISHERY, ,,,,,,,,,,e078fb4ba-ad2d-8882-597b-c4a994f06e20,FALSE,2025-03-28T17:37:00Z,39.25,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,1,37,23,https://globalfishingwatch.org/map/vessel/e078fb4ba-ad2d-8882-597b-c4a994f06e20?&start=2025-03-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:416070700:1610583955:3003206:1125720,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SINSEIMARU NO.23,431500130,8344282,JPN,NA,19,0,1993,YUJIN MARU NO. 1,drifting_longlines,"SUSAKI, KOCHI",JAPAN,SHIMIZU K,SHIMIZU K,JAPAN,SHIMIZU K,SHIMIZU K, ,,,,,,,,,,23b007160-0b74-8722-30e8-4ff497a91a47,FALSE,2025-04-27T03:49:00Z,9.83,JPN,SENDAI,FALSE,TRUE,TRUE,TRUE,0,2,1,https://globalfishingwatch.org/map/vessel/23b007160-0b74-8722-30e8-4ff497a91a47?&start=2025-04-25&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440222:1668377730:2999284:1163733,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
SHINEIMARU NO.17,431700140,9078397,JPN,JE3114,119,39.85,1993,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN, ,SHINEI SUISAN,JAPAN,SHINEI SUISAN,SHINEI SUISAN, ,,,,,,,,,,2388d45a5-59cd-44a0-46e7-7c3f54665d04,FALSE,2025-05-03T02:05:00Z,3.88,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/2388d45a5-59cd-44a0-46e7-7c3f54665d04?&start=2025-05-01&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:416003189:1683514961:102485:934091,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
